canonical_smiles,count,mean,std,min,max
CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,5,7.391463329574451,0.005913004307095136,7.387004343967653,7.397940008672037
CCn1ccc2cc(C(c3ccccc3)n3ccnc3)ccc21,2,6.688119065552762,0.0001797089136543457,6.687991992161277,6.688246138944246
CN(c1ccc([N+](=O)[O-])cc1OC1CCCC1)S(C)(=O)=O,2,6.356547323513812,0.0,6.356547323513812,6.356547323513812
CN(c1ccc([N+](=O)[O-])cc1OC1CCCCC1)S(C)(=O)=O,2,6.327902142064283,0.0,6.327902142064283,6.327902142064283
CN(c1ccc([N+](=O)[O-])cc1OCC1CCCCC1)S(C)(=O)=O,2,6.017728766960431,0.0,6.017728766960431,6.017728766960431
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1)S(C)(=O)=O,2,5.749579997691106,0.0,5.749579997691106,5.749579997691106
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc([N+](=O)[O-])cc1)S(C)(=O)=O,2,6.309803919971486,0.0,6.309803919971486,6.309803919971486
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1)S(C)(=O)=O,2,5.571865205971212,0.0,5.571865205971212,5.571865205971212
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1)S(C)(=O)=O,2,6.091514981121351,0.0,6.091514981121351,6.091514981121351
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1)S(C)(=O)=O,2,6.481486060122113,0.0,6.481486060122113,6.481486060122113
CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,3,5.103310685248201,0.4319295739365118,4.853871964321762,5.6020599913279625
CN1C(=O)CC(C)(c2ccc(N)cc2)C1=O,2,4.901737264734537,0.13651265272054547,4.805208242278075,4.998266287190999
CN1C(=O)CC(c2ccc(N)cc2)C1=O,2,4.889079099575472,0.15441400156325397,4.779891911959945,4.998266287190999
CN1C(=O)CCc2cc(-c3cccnc3)ccc21,2,6.685295200448641,0.4450597956694388,6.370590400897281,7.0
CN1N=C2[C@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,2,5.675464593447205,0.09116588934354049,5.611000574879485,5.739928612014925
COC(=O)c1ccc2cc(-c3cccnc3)ccc2c1,2,5.902395671125589,0.0,5.902395671125589,5.902395671125589
CO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,2,5.745998705054863,0.6533695631010752,5.2839966563652006,6.208000753744525
CO[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,3,3.8239391640565956,5.269437618807957e-05,3.823908740944319,3.82400001028115
COc1cc(/C=C(\Cn2ccnc2)c2ccc(N)cc2)cc(OC)c1,2,7.420873047549595,0.03227864912399329,7.398048595866478,7.443697499232712
COc1cc(/C=C(\Cn2ccnc2)c2ccc([N+](=O)[O-])cc2)cc(OC)c1,2,7.188447749281117,0.047440910182028256,7.154901959985743,7.221993538576491
COc1cc(/C=C/c2ccc(N)cc2)c(OC)c(OC)c1,2,5.629032490999531,0.018430967354244366,5.615999828999517,5.642065152999546
COc1cc(/C=C/c2ccc(N)cc2)cc(OC)c1,2,6.369075347171301,0.19788716858102143,6.229147988357855,6.509002705984747
COc1cc(/C=C/c2ccc(N)cc2)cc(OC)c1OC,2,6.0458781614395525,0.00017065439349229927,6.045757490560675,6.04599883231843
COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1,2,5.619788758288394,0.0,5.619788758288394,5.619788758288394
COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1O,2,4.91721462968355,0.0,4.91721462968355,4.91721462968355
COc1cc(CCc2ccc(N)cc2)cc(OC)c1,2,5.556045561345719,0.004306784590514406,5.553000204756657,5.559090917934782
COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,5,5.531280752691437,2.7751182919688233,0.5669999999985326,6.774690718274137
COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(O)c1,2,4.791000043750123,0.07636745266285101,4.737000100110278,4.844999987389968
COc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,2,4.6020599913279625,0.0,4.6020599913279625,4.6020599913279625
COc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,2,4.6020599913279625,0.0,4.6020599913279625,4.6020599913279625
COc1cc2c(cc1Br)CCC1C(c3ccncc3)C21,4,5.824231318706054,0.20029374641201117,5.552841968657781,6.036212172654444
COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2,3,5.008849282193093,1.731920283882287,3.0089999979642705,6.008773924307505
